trading_session_uuid,trader_uuid,trader_type,order_id,status,order_type,amount,price,timestamp,order_json,created_ts
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,37ebe028-9997-4f08-9500-aa999999b6e3,executed,1,0.0,93.0,2026-02-16T22:43:45.879010+00:00,"{""amount"": 0, ""execution_timestamp"": ""2026-02-16 22:43:49.809931+00:00"", ""id"": ""37ebe028-9997-4f08-9500-aa999999b6e3"", ""order_type"": 1, ""price"": 93, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""executed"", ""timestamp"": ""2026-02-16 22:43:45.879010+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281829.815005
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,b7277bfb-4195-40ef-a2e0-4eb9da3ea852,active,-1,1.0,106.0,2026-02-16T22:43:50.923154+00:00,"{""amount"": 1, ""id"": ""b7277bfb-4195-40ef-a2e0-4eb9da3ea852"", ""order_type"": -1, ""price"": 106, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""active"", ""timestamp"": ""2026-02-16 22:43:50.923154+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281830.927186
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,ae0cfb6d-4310-49fa-a474-9faa9e4a1c97,active,-1,1.0,112.0,2026-02-16T22:43:51.693983+00:00,"{""amount"": 1, ""id"": ""ae0cfb6d-4310-49fa-a474-9faa9e4a1c97"", ""order_type"": -1, ""price"": 112, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""active"", ""timestamp"": ""2026-02-16 22:43:51.693983+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281831.698037
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,ffb21803-4763-4260-aa14-a9e4434081f9,active,-1,1.0,105.0,2026-02-16T22:43:54.048417+00:00,"{""amount"": 1, ""id"": ""ffb21803-4763-4260-aa14-a9e4434081f9"", ""order_type"": -1, ""price"": 105, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""active"", ""timestamp"": ""2026-02-16 22:43:54.048417+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281834.052803
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,5d250c18-753d-497f-aeab-f63447e2d0da,active,1,1.0,81.0,2026-02-16T22:44:00.425773+00:00,"{""amount"": 1, ""id"": ""5d250c18-753d-497f-aeab-f63447e2d0da"", ""order_type"": 1, ""price"": 81, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""active"", ""timestamp"": ""2026-02-16 22:44:00.425773+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281840.429764
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,700ccb2f-2216-4d08-9322-410c8f09fb02,active,-1,1.0,110.0,2026-02-16T22:44:03.195732+00:00,"{""amount"": 1, ""id"": ""700ccb2f-2216-4d08-9322-410c8f09fb02"", ""order_type"": -1, ""price"": 110, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""active"", ""timestamp"": ""2026-02-16 22:44:03.195732+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281843.200067
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,cc1f1da3-7e87-4df1-ac32-4919cc8cd8cd,active,1,1.0,82.0,2026-02-16T22:44:03.527280+00:00,"{""amount"": 1, ""id"": ""cc1f1da3-7e87-4df1-ac32-4919cc8cd8cd"", ""order_type"": 1, ""price"": 82, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""active"", ""timestamp"": ""2026-02-16 22:44:03.527280+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281843.536675
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,570954cb-0f68-42b8-9322-fa46ec480bc9,active,1,1.0,81.0,2026-02-16T22:44:05.803991+00:00,"{""amount"": 1, ""id"": ""570954cb-0f68-42b8-9322-fa46ec480bc9"", ""order_type"": 1, ""price"": 81, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""active"", ""timestamp"": ""2026-02-16 22:44:05.803991+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281845.808015
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,32196ec1-3a06-4639-8a96-2dfc559d4199,active,-1,1.0,88.0,2026-02-16T22:44:07.188596+00:00,"{""amount"": 1, ""id"": ""32196ec1-3a06-4639-8a96-2dfc559d4199"", ""order_type"": -1, ""price"": 88, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""active"", ""timestamp"": ""2026-02-16 22:44:07.188596+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281847.196399
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,32196ec1-3a06-4639-8a96-2dfc559d4199,executed,-1,0.0,88.0,2026-02-16T22:44:07.188596+00:00,"{""amount"": 0, ""execution_timestamp"": ""2026-02-16 22:44:07.212848+00:00"", ""id"": ""32196ec1-3a06-4639-8a96-2dfc559d4199"", ""order_type"": -1, ""price"": 88, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""executed"", ""timestamp"": ""2026-02-16 22:44:07.188596+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281847.217575
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,53a44f4e-e16a-4805-8eba-2c8a83fad94d,executed,1,0.0,88.0,2026-02-16T22:43:49.563401+00:00,"{""amount"": 0, ""execution_timestamp"": ""2026-02-16 22:44:07.221436+00:00"", ""id"": ""53a44f4e-e16a-4805-8eba-2c8a83fad94d"", ""order_type"": 1, ""price"": 88, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""executed"", ""timestamp"": ""2026-02-16 22:43:49.563401+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281847.225278
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,31cb7a33-bc24-485d-a0f2-16a9b167fc50,active,-1,1.0,82.0,2026-02-16T22:44:08.091984+00:00,"{""amount"": 1, ""id"": ""31cb7a33-bc24-485d-a0f2-16a9b167fc50"", ""order_type"": -1, ""price"": 82, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""active"", ""timestamp"": ""2026-02-16 22:44:08.091984+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281848.096547
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,31cb7a33-bc24-485d-a0f2-16a9b167fc50,executed,-1,0.0,82.0,2026-02-16T22:44:08.091984+00:00,"{""amount"": 0, ""execution_timestamp"": ""2026-02-16 22:44:08.108758+00:00"", ""id"": ""31cb7a33-bc24-485d-a0f2-16a9b167fc50"", ""order_type"": -1, ""price"": 82, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""executed"", ""timestamp"": ""2026-02-16 22:44:08.091984+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281848.112552
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,cc1f1da3-7e87-4df1-ac32-4919cc8cd8cd,executed,1,0.0,82.0,2026-02-16T22:44:03.527280+00:00,"{""amount"": 0, ""execution_timestamp"": ""2026-02-16 22:44:08.116053+00:00"", ""id"": ""cc1f1da3-7e87-4df1-ac32-4919cc8cd8cd"", ""order_type"": 1, ""price"": 82, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""executed"", ""timestamp"": ""2026-02-16 22:44:03.527280+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281848.119958
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,52d776bd-5bc9-4026-8f31-8eca9f09d767,active,-1,1.0,81.0,2026-02-16T22:44:12.117532+00:00,"{""amount"": 1, ""id"": ""52d776bd-5bc9-4026-8f31-8eca9f09d767"", ""order_type"": -1, ""price"": 81, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""active"", ""timestamp"": ""2026-02-16 22:44:12.117532+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281852.122048
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,52d776bd-5bc9-4026-8f31-8eca9f09d767,executed,-1,0.0,81.0,2026-02-16T22:44:12.117532+00:00,"{""amount"": 0, ""execution_timestamp"": ""2026-02-16 22:44:12.143451+00:00"", ""id"": ""52d776bd-5bc9-4026-8f31-8eca9f09d767"", ""order_type"": -1, ""price"": 81, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""executed"", ""timestamp"": ""2026-02-16 22:44:12.117532+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281852.150471
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,5d250c18-753d-497f-aeab-f63447e2d0da,executed,1,0.0,81.0,2026-02-16T22:44:00.425773+00:00,"{""amount"": 0, ""execution_timestamp"": ""2026-02-16 22:44:12.153834+00:00"", ""id"": ""5d250c18-753d-497f-aeab-f63447e2d0da"", ""order_type"": 1, ""price"": 81, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""executed"", ""timestamp"": ""2026-02-16 22:44:00.425773+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281852.15739
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,d457594c-8ebb-4506-a432-a4e22db6ea61,active,-1,1.0,117.0,2026-02-16T22:44:14.720044+00:00,"{""amount"": 1, ""id"": ""d457594c-8ebb-4506-a432-a4e22db6ea61"", ""order_type"": -1, ""price"": 117, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""active"", ""timestamp"": ""2026-02-16 22:44:14.720044+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281854.725664
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,9d356f3e-6dd7-4867-84c5-5deaace17ea2,active,-1,1.0,81.0,2026-02-16T22:44:16.134532+00:00,"{""amount"": 1, ""id"": ""9d356f3e-6dd7-4867-84c5-5deaace17ea2"", ""order_type"": -1, ""price"": 81, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""active"", ""timestamp"": ""2026-02-16 22:44:16.134532+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281856.138818
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,9d356f3e-6dd7-4867-84c5-5deaace17ea2,executed,-1,0.0,81.0,2026-02-16T22:44:16.134532+00:00,"{""amount"": 0, ""execution_timestamp"": ""2026-02-16 22:44:16.152789+00:00"", ""id"": ""9d356f3e-6dd7-4867-84c5-5deaace17ea2"", ""order_type"": -1, ""price"": 81, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""executed"", ""timestamp"": ""2026-02-16 22:44:16.134532+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281856.158494
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,570954cb-0f68-42b8-9322-fa46ec480bc9,executed,1,0.0,81.0,2026-02-16T22:44:05.803991+00:00,"{""amount"": 0, ""execution_timestamp"": ""2026-02-16 22:44:16.164109+00:00"", ""id"": ""570954cb-0f68-42b8-9322-fa46ec480bc9"", ""order_type"": 1, ""price"": 81, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""executed"", ""timestamp"": ""2026-02-16 22:44:05.803991+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281856.167909
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,dfda84bd-3713-4b62-931a-4225bd66186a,active,1,1.0,95.0,2026-02-16T22:44:16.990247+00:00,"{""amount"": 1, ""id"": ""dfda84bd-3713-4b62-931a-4225bd66186a"", ""order_type"": 1, ""price"": 95, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""active"", ""timestamp"": ""2026-02-16 22:44:16.990247+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281856.994605
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,8bf77c58-cc5c-4504-a948-dccfe7fc170f,active,-1,1.0,110.0,2026-02-16T22:44:24.331937+00:00,"{""amount"": 1, ""id"": ""8bf77c58-cc5c-4504-a948-dccfe7fc170f"", ""order_type"": -1, ""price"": 110, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""active"", ""timestamp"": ""2026-02-16 22:44:24.331937+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281864.337673
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,db685e83-ceb6-49d0-a432-e16d02a7b657,active,-1,1.0,109.0,2026-02-16T22:44:26.573366+00:00,"{""amount"": 1, ""id"": ""db685e83-ceb6-49d0-a432-e16d02a7b657"", ""order_type"": -1, ""price"": 109, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""active"", ""timestamp"": ""2026-02-16 22:44:26.573366+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281866.577129
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,c8d1cd59-ecf3-4bf5-a0ef-8c8229467f91,active,-1,1.0,95.0,2026-02-16T22:44:26.756070+00:00,"{""amount"": 1, ""id"": ""c8d1cd59-ecf3-4bf5-a0ef-8c8229467f91"", ""order_type"": -1, ""price"": 95, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""active"", ""timestamp"": ""2026-02-16 22:44:26.756070+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281866.760115
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,c8d1cd59-ecf3-4bf5-a0ef-8c8229467f91,executed,-1,0.0,95.0,2026-02-16T22:44:26.756070+00:00,"{""amount"": 0, ""execution_timestamp"": ""2026-02-16 22:44:26.773380+00:00"", ""id"": ""c8d1cd59-ecf3-4bf5-a0ef-8c8229467f91"", ""order_type"": -1, ""price"": 95, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""executed"", ""timestamp"": ""2026-02-16 22:44:26.756070+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281866.777087
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,dfda84bd-3713-4b62-931a-4225bd66186a,executed,1,0.0,95.0,2026-02-16T22:44:16.990247+00:00,"{""amount"": 0, ""execution_timestamp"": ""2026-02-16 22:44:26.780434+00:00"", ""id"": ""dfda84bd-3713-4b62-931a-4225bd66186a"", ""order_type"": 1, ""price"": 95, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""executed"", ""timestamp"": ""2026-02-16 22:44:16.990247+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281866.78435
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,7fa67d13-b4d0-481d-807c-02aae4c3cd6a,active,1,1.0,95.0,2026-02-16T22:44:27.231660+00:00,"{""amount"": 1, ""id"": ""7fa67d13-b4d0-481d-807c-02aae4c3cd6a"", ""order_type"": 1, ""price"": 95, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""active"", ""timestamp"": ""2026-02-16 22:44:27.231660+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281867.235964
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,1769cb88-602f-472f-8919-5b768710d24c,active,1,1.0,105.0,2026-02-16T22:44:27.974622+00:00,"{""amount"": 1, ""id"": ""1769cb88-602f-472f-8919-5b768710d24c"", ""order_type"": 1, ""price"": 105, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""active"", ""timestamp"": ""2026-02-16 22:44:27.974622+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281867.978472
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,9971711a-2a22-4578-9dbf-cbb81e5bda8b,executed,-1,0.0,105.0,2026-02-16T22:43:42.744066+00:00,"{""amount"": 0, ""execution_timestamp"": ""2026-02-16 22:44:27.990828+00:00"", ""id"": ""9971711a-2a22-4578-9dbf-cbb81e5bda8b"", ""order_type"": -1, ""price"": 105, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""executed"", ""timestamp"": ""2026-02-16 22:43:42.744066+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281867.994286
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,1769cb88-602f-472f-8919-5b768710d24c,executed,1,0.0,105.0,2026-02-16T22:44:27.974622+00:00,"{""amount"": 0, ""execution_timestamp"": ""2026-02-16 22:44:27.997081+00:00"", ""id"": ""1769cb88-602f-472f-8919-5b768710d24c"", ""order_type"": 1, ""price"": 105, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""executed"", ""timestamp"": ""2026-02-16 22:44:27.974622+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281868.00198
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,49bbbfcb-3a93-451b-bf68-0192e3235a93,active,-1,1.0,105.0,2026-02-16T22:44:28.384595+00:00,"{""amount"": 1, ""id"": ""49bbbfcb-3a93-451b-bf68-0192e3235a93"", ""order_type"": -1, ""price"": 105, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""active"", ""timestamp"": ""2026-02-16 22:44:28.384595+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281868.389203
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,9c365bc5-cf23-4173-bf3c-b26ed1a68524,active,-1,1.0,95.0,2026-02-16T22:44:30.577293+00:00,"{""amount"": 1, ""id"": ""9c365bc5-cf23-4173-bf3c-b26ed1a68524"", ""order_type"": -1, ""price"": 95, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""active"", ""timestamp"": ""2026-02-16 22:44:30.577293+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281870.581456
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,9c365bc5-cf23-4173-bf3c-b26ed1a68524,executed,-1,0.0,95.0,2026-02-16T22:44:30.577293+00:00,"{""amount"": 0, ""execution_timestamp"": ""2026-02-16 22:44:30.592173+00:00"", ""id"": ""9c365bc5-cf23-4173-bf3c-b26ed1a68524"", ""order_type"": -1, ""price"": 95, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""executed"", ""timestamp"": ""2026-02-16 22:44:30.577293+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281870.596121
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,7fa67d13-b4d0-481d-807c-02aae4c3cd6a,executed,1,0.0,95.0,2026-02-16T22:44:27.231660+00:00,"{""amount"": 0, ""execution_timestamp"": ""2026-02-16 22:44:30.599679+00:00"", ""id"": ""7fa67d13-b4d0-481d-807c-02aae4c3cd6a"", ""order_type"": 1, ""price"": 95, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""executed"", ""timestamp"": ""2026-02-16 22:44:27.231660+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281870.603481
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,089f6df8-e00d-4f28-88ed-49a65161e186,active,1,1.0,95.0,2026-02-16T22:44:34.508293+00:00,"{""amount"": 1, ""id"": ""089f6df8-e00d-4f28-88ed-49a65161e186"", ""order_type"": 1, ""price"": 95, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""active"", ""timestamp"": ""2026-02-16 22:44:34.508293+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281874.512082
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,9809a8df-6f28-42c6-b49b-4afd81054ed2,active,1,1.0,105.0,2026-02-16T22:44:43.037840+00:00,"{""amount"": 1, ""id"": ""9809a8df-6f28-42c6-b49b-4afd81054ed2"", ""order_type"": 1, ""price"": 105, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""active"", ""timestamp"": ""2026-02-16 22:44:43.037840+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281883.043573
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,ffb21803-4763-4260-aa14-a9e4434081f9,executed,-1,0.0,105.0,2026-02-16T22:43:54.048417+00:00,"{""amount"": 0, ""execution_timestamp"": ""2026-02-16 22:44:43.054251+00:00"", ""id"": ""ffb21803-4763-4260-aa14-a9e4434081f9"", ""order_type"": -1, ""price"": 105, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""executed"", ""timestamp"": ""2026-02-16 22:43:54.048417+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281883.058002
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,9809a8df-6f28-42c6-b49b-4afd81054ed2,executed,1,0.0,105.0,2026-02-16T22:44:43.037840+00:00,"{""amount"": 0, ""execution_timestamp"": ""2026-02-16 22:44:43.061511+00:00"", ""id"": ""9809a8df-6f28-42c6-b49b-4afd81054ed2"", ""order_type"": 1, ""price"": 105, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""executed"", ""timestamp"": ""2026-02-16 22:44:43.037840+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281883.064786
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,3a6a6cb4-b344-43d6-961f-03ad243ce35a,active,-1,1.0,95.0,2026-02-16T22:44:44.470512+00:00,"{""amount"": 1, ""id"": ""3a6a6cb4-b344-43d6-961f-03ad243ce35a"", ""order_type"": -1, ""price"": 95, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""active"", ""timestamp"": ""2026-02-16 22:44:44.470512+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281884.474944
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,3a6a6cb4-b344-43d6-961f-03ad243ce35a,executed,-1,0.0,95.0,2026-02-16T22:44:44.470512+00:00,"{""amount"": 0, ""execution_timestamp"": ""2026-02-16 22:44:44.496868+00:00"", ""id"": ""3a6a6cb4-b344-43d6-961f-03ad243ce35a"", ""order_type"": -1, ""price"": 95, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""executed"", ""timestamp"": ""2026-02-16 22:44:44.470512+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281884.500457
20ce9b67-b549-4136-b8d2-451ac12f4c6e,371c5d88-aa0b-448d-94bc-1d7355ed4882,NOISE,089f6df8-e00d-4f28-88ed-49a65161e186,executed,1,0.0,95.0,2026-02-16T22:44:34.508293+00:00,"{""amount"": 0, ""execution_timestamp"": ""2026-02-16 22:44:44.504196+00:00"", ""id"": ""089f6df8-e00d-4f28-88ed-49a65161e186"", ""order_type"": 1, ""price"": 95, ""session_id"": ""20ce9b67-b549-4136-b8d2-451ac12f4c6e"", ""status"": ""executed"", ""timestamp"": ""2026-02-16 22:44:34.508293+00:00"", ""trader_id"": ""371c5d88-aa0b-448d-94bc-1d7355ed4882""}",1771281884.508124
